Date,Value,Currency
2020-01-31,8473.74,EUR
2020-01-30,8644.76,EUR
2020-01-29,8478.79,EUR
2020-01-28,8480.93,EUR
2020-01-27,8098.21,EUR
2020-01-26,7768.97,EUR
2020-01-24,7665.68,EUR
2020-01-23,7573.03,EUR
2020-01-22,7844.09,EUR
2020-01-21,7904.82,EUR
2020-01-20,7770.17,EUR
2020-01-19,7796.92,EUR
2020-01-17,8015.18,EUR
2020-01-16,7796.00,EUR
2020-01-15,7880.70,EUR
2020-01-14,7946.99,EUR
2020-01-13,7313.41,EUR
2020-01-12,7351.12,EUR
2020-01-10,7377.05,EUR
2020-01-09,7085.28,EUR
2020-01-08,7229.68,EUR
2020-01-07,7319.84,EUR
2020-01-06,6944.96,EUR
2020-01-05,6636.45,EUR
2020-01-03,6581.91,EUR
2020-01-02,6232.17,EUR
2020-01-01,6411.51,EUR
2020-02-28,7907.13,EUR
2020-02-27,8058.07,EUR
2020-02-26,8132.30,EUR
2020-02-25,8614.30,EUR
2020-02-24,8871.06,EUR
2020-02-23,9128.42,EUR
2020-02-21,8999.61,EUR
2020-02-20,8894.81,EUR
2020-02-19,8906.92,EUR
2020-02-18,9318.18,EUR
2020-02-17,8954.95,EUR
2020-02-16,9075.86,EUR
2020-02-15,9162.79,EUR
2020-02-14,9505.15,EUR
2020-02-13,9382.24,EUR
2020-02-12,9441.24,EUR
2020-02-11,9350.00,EUR
2020-02-10,9042.57,EUR
2020-02-09,9213.60,EUR
2020-02-07,8926.47,EUR
2020-02-06,8824.27,EUR
2020-02-05,8703.85,EUR
2020-02-04,8292.84,EUR
2020-02-03,8349.35,EUR
2020-02-02,8474.75,EUR
2020-03-31,5848.90,EUR
2020-03-30,5754.74,EUR
2020-03-29,5335.02,EUR
2020-03-27,5839.48,EUR
2020-03-26,6163.15,EUR
2020-03-25,6171.33,EUR
2020-03-24,6276.82,EUR
2020-03-23,5994.04,EUR
2020-03-22,5546.41,EUR
2020-03-20,5828.07,EUR
2020-03-19,5631.36,EUR
2020-03-18,4752.93,EUR
2020-03-17,4690.05,EUR
2020-03-16,4504.67,EUR
2020-03-15,4824.27,EUR
2020-03-13,4967.00,EUR
2020-03-12,4417.81,EUR
2020-03-11,7013.25,EUR
2020-03-10,6963.10,EUR
2020-03-09,6970.40,EUR
2020-03-08,7215.79,EUR
2020-03-07,7897.64,EUR
2020-03-06,8099.64,EUR
2020-03-05,8161.27,EUR
2020-03-04,7845.61,EUR
2020-03-03,7871.40,EUR
2020-03-02,8007.70,EUR
2020-03-01,7745.34,EUR
2020-04-30,7994.35,EUR
2020-04-29,8094.74,EUR
2020-04-28,7217.19,EUR
2020-04-27,7217.97,EUR
2020-04-26,7070.70,EUR
2020-04-24,7029.55,EUR
2020-04-23,6852.59,EUR
2020-04-22,6532.70,EUR
2020-04-21,6347.59,EUR
2020-04-20,6346.34,EUR
2020-04-19,6653.56,EUR
2020-04-17,6531.49,EUR
2020-04-16,6503.55,EUR
2020-04-15,6028.48,EUR
2020-04-14,6270.55,EUR
2020-04-13,6265.00,EUR
2020-04-12,6414.19,EUR
2020-04-10,6268.01,EUR
2020-04-09,6718.98,EUR
2020-04-08,6748.82,EUR
2020-04-07,6658.99,EUR
2020-04-06,6705.29,EUR
2020-04-05,6275.63,EUR
2020-04-03,6187.11,EUR
2020-04-02,6210.48,EUR
2020-04-01,6005.96,EUR
2020-05-31,8510.82,EUR
2020-05-29,8515.09,EUR
2020-05-28,8644.76,EUR
2020-05-27,8354.13,EUR
2020-05-26,8116.64,EUR
2020-05-25,8185.54,EUR
2020-05-24,8294.95,EUR
2020-05-22,8376.15,EUR
2020-05-21,8277.27,EUR
2020-05-20,8715.24,EUR
2020-05-19,8894.76,EUR
2020-05-18,8971.84,EUR
2020-05-17,8942.18,EUR
2020-05-15,8647.94,EUR
2020-05-14,8969.90,EUR
2020-05-13,8536.39,EUR
2020-05-12,8115.09,EUR
2020-05-11,7953.02,EUR
2020-05-10,8101.57,EUR
2020-05-09,8884.32,EUR
2020-05-08,9046.57,EUR
2020-05-07,9260.50,EUR
2020-05-06,8542.87,EUR
2020-05-05,8261.89,EUR
2020-05-04,8146.79,EUR
2020-05-03,8129.10,EUR
2020-05-01,8085.13,EUR
2020-06-30,8156.97,EUR
2020-06-29,8172.48,EUR
2020-06-28,8136.03,EUR
2020-06-26,8175.23,EUR
2020-06-25,8229.81,EUR
2020-06-24,8261.59,EUR
2020-06-23,8524.52,EUR
2020-06-22,8602.40,EUR
2020-06-21,8330.21,EUR
2020-06-20,8385.33,EUR
2020-06-19,8259.07,EUR
2020-06-18,8391.04,EUR
2020-06-17,8453.81,EUR
2020-06-16,8400.10,EUR
2020-06-15,8384.25,EUR
2020-06-14,8338.68,EUR
2020-06-12,8437.05,EUR
2020-06-11,8222.99,EUR
2020-06-10,8737.03,EUR
2020-06-09,8671.76,EUR
2020-06-08,8661.08,EUR
2020-06-07,8611.82,EUR
2020-06-05,8563.11,EUR
2020-06-04,8725.49,EUR
2020-06-03,8593.27,EUR
2020-06-02,8560.00,EUR
2020-06-01,9177.55,EUR
2020-07-31,9464.04,EUR
2020-07-30,9429.89,EUR
2020-07-29,9481.44,EUR
2020-07-28,9235.54,EUR
2020-07-27,9430.55,EUR
2020-07-26,8496.35,EUR
2020-07-24,8291.92,EUR
2020-07-23,8311.54,EUR
2020-07-22,8257.14,EUR
2020-07-21,8156.07,EUR
2020-07-20,8017.43,EUR
2020-07-19,8003.11,EUR
2020-07-17,8053.21,EUR
2020-07-16,7962.45,EUR
2020-07-15,8040.09,EUR
2020-07-14,8161.20,EUR
2020-07-13,8186.76,EUR
2020-07-12,8200.02,EUR
2020-07-10,8202.78,EUR
2020-07-09,8165.74,EUR
2020-07-08,8366.98,EUR
2020-07-07,8184.72,EUR
2020-07-06,8309.44,EUR
2020-07-05,8071.41,EUR
2020-07-03,8089.55,EUR
2020-07-02,8079.82,EUR
2020-07-01,8240.74,EUR
2020-08-31,9756.40,EUR
2020-08-30,9795.88,EUR
2020-08-28,9724.71,EUR
2020-08-27,9595.45,EUR
2020-08-26,9712.07,EUR
2020-08-25,9634.66,EUR
2020-08-24,9971.76,EUR
2020-08-23,9880.46,EUR
2020-08-21,9793.02,EUR
2020-08-20,10051.79,EUR
2020-08-19,9846.71,EUR
2020-08-18,10144.58,EUR
2020-08-17,10289.02,EUR
2020-08-16,10035.07,EUR
2020-08-14,9956.12,EUR
2020-08-13,9975.29,EUR
2020-08-12,9907.44,EUR
2020-08-11,9681.25,EUR
2020-08-10,10103.57,EUR
2020-08-09,9919.71,EUR
2020-08-07,9790.70,EUR
2020-08-06,9908.94,EUR
2020-08-05,9957.06,EUR
2020-08-04,9551.69,EUR
2020-08-03,9536.29,EUR
2020-08-02,9421.16,EUR
2020-09-30,9157.42,EUR
2020-09-29,9222.81,EUR
2020-09-28,9348.55,EUR
2020-09-27,9243.37,EUR
2020-09-26,9243.18,EUR
2020-09-25,9176.30,EUR
2020-09-24,9231.61,EUR
2020-09-23,8755.76,EUR
2020-09-22,8943.11,EUR
2020-09-21,8874.49,EUR
2020-09-20,9188.34,EUR
2020-09-19,9344.97,EUR
2020-09-18,9224.37,EUR
2020-09-17,9267.58,EUR
2020-09-16,9265.89,EUR
2020-09-15,9100.88,EUR
2020-09-14,9013.87,EUR
2020-09-13,8765.45,EUR
2020-09-11,8794.96,EUR
2020-09-10,8795.73,EUR
2020-09-09,8749.37,EUR
2020-09-08,8560.91,EUR
2020-09-07,8778.97,EUR
2020-09-06,8635.30,EUR
2020-09-04,8894.62,EUR
2020-09-03,9038.34,EUR
2020-09-02,9592.39,EUR
2020-09-01,10039.70,EUR
2020-10-30,11571.08,EUR
2020-10-29,11502.16,EUR
2020-10-28,11314.67,EUR
2020-10-27,11599.73,EUR
2020-10-26,11105.13,EUR
2020-10-25,10991.73,EUR
2020-10-23,10991.95,EUR
2020-10-22,10955.84,EUR
2020-10-21,10837.44,EUR
2020-10-20,10115.48,EUR
2020-10-19,10042.00,EUR
2020-10-18,9781.33,EUR
2020-10-16,9706.59,EUR
2020-10-15,9787.36,EUR
2020-10-14,9788.85,EUR
2020-10-13,9617.05,EUR
2020-10-12,9727.01,EUR
2020-10-11,9622.24,EUR
2020-10-09,9442.56,EUR
2020-10-08,9236.96,EUR
2020-10-07,9063.40,EUR
2020-10-06,9021.28,EUR
2020-10-05,9174.30,EUR
2020-10-04,9101.96,EUR
2020-10-02,9057.77,EUR
2020-10-01,9072.34,EUR
2020-11-30,16378.82,EUR
2020-11-27,14469.14,EUR
2020-11-26,14464.31,EUR
2020-11-25,15854.72,EUR
2020-11-24,16238.46,EUR
2020-11-23,15605.74,EUR
2020-11-22,15685.22,EUR
2020-11-20,15605.74,EUR
2020-11-19,15072.32,EUR
2020-11-18,15051.96,EUR
2020-11-17,14793.16,EUR
2020-11-16,14070.33,EUR
2020-11-15,13457.59,EUR
2020-11-13,13888.69,EUR
2020-11-12,13916.07,EUR
2020-11-11,13220.47,EUR
2020-11-10,13007.69,EUR
2020-11-09,12935.85,EUR
2020-11-08,13037.21,EUR
2020-11-06,13221.88,EUR
2020-11-05,13317.50,EUR
2020-11-04,11974.37,EUR
2020-11-03,11929.17,EUR
2020-11-02,11607.43,EUR
2020-11-01,11843.83,EUR
2020-12-31,23912.35,EUR
2020-12-30,23318.00,EUR
2020-12-29,22110.81,EUR
2020-12-28,22144.05,EUR
2020-12-25,20017.07,EUR
2020-12-24,19529.76,EUR
2020-12-23,19083.02,EUR
2020-12-22,19457.14,EUR
2020-12-21,18604.32,EUR
2020-12-18,18964.65,EUR
2020-12-17,18629.55,EUR
2020-12-16,17505.32,EUR
2020-12-15,15829.23,EUR
2020-12-14,15849.42,EUR
2020-12-11,14971.45,EUR
2020-12-10,15331.48,EUR
2020-12-04,15534.72,EUR
2020-12-03,16185.29,EUR
2020-12-02,15926.92,EUR
2020-12-01,15804.72,EUR
2019-01-31,2991.41,EUR
2019-01-30,3036.39,EUR
2019-01-29,2985.97,EUR
2019-01-28,3021.34,EUR
2019-01-25,3168.10,EUR
2019-01-24,3158.63,EUR
2019-01-23,3142.75,EUR
2019-01-22,3163.88,EUR
2019-01-21,3142.32,EUR
2019-01-18,3203.50,EUR
2019-01-17,3237.42,EUR
2019-01-16,3196.72,EUR
2019-01-15,3158.04,EUR
2019-01-14,3196.30,EUR
2019-01-13,3059.65,EUR
2019-01-11,3182.42,EUR
2019-01-10,3170.07,EUR
2019-01-09,3534.01,EUR
2019-01-08,3526.72,EUR
2019-01-07,3548.14,EUR
2019-01-06,3548.58,EUR
2019-01-04,3402.64,EUR
2019-01-03,3385.21,EUR
2019-01-02,3381.67,EUR
2019-01-01,3372.44,EUR
2019-02-28,3353.89,EUR
2019-02-27,3362.91,EUR
2019-02-26,3357.63,EUR
2019-02-25,3391.00,EUR
2019-02-24,3349.52,EUR
2019-02-22,3512.35,EUR
2019-02-21,3469.84,EUR
2019-02-20,3498.41,EUR
2019-02-19,3466.75,EUR
2019-02-18,3457.46,EUR
2019-02-17,3233.08,EUR
2019-02-15,3184.60,EUR
2019-02-14,3181.76,EUR
2019-02-13,3185.02,EUR
2019-02-12,3212.32,EUR
2019-02-11,3187.94,EUR
2019-02-08,3230.51,EUR
2019-02-07,2972.36,EUR
2019-02-06,2970.95,EUR
2019-02-05,3015.21,EUR
2019-02-04,2999.86,EUR
2019-02-01,3022.15,EUR
2019-03-31,3696.93,EUR
2019-03-29,3664.49,EUR
2019-03-28,3583.67,EUR
2019-03-27,3590.81,EUR
2019-03-26,3479.21,EUR
2019-03-25,3471.69,EUR
2019-03-24,3532.35,EUR
2019-03-22,3516.48,EUR
2019-03-21,3500.20,EUR
2019-03-20,3565.51,EUR
2019-03-19,3542.69,EUR
2019-03-18,3519.56,EUR
2019-03-17,3532.54,EUR
2019-03-15,3467.84,EUR
2019-03-14,3420.66,EUR
2019-03-13,3433.88,EUR
2019-03-12,3455.88,EUR
2019-03-11,3450.70,EUR
2019-03-10,3500.54,EUR
2019-03-08,3447.84,EUR
2019-03-07,3425.81,EUR
2019-03-06,3427.91,EUR
2019-03-05,3418.76,EUR
2019-03-04,3280.04,EUR
2019-03-03,3347.72,EUR
2019-03-01,3368.74,EUR
2019-04-30,4793.44,EUR
2019-04-29,4780.96,EUR
2019-04-28,4695.50,EUR
2019-04-26,4694.38,EUR
2019-04-25,4701.15,EUR
2019-04-24,4621.55,EUR
2019-04-23,4868.42,EUR
2019-04-22,4907.07,EUR
2019-04-21,4807.14,EUR
2019-04-19,4699.04,EUR
2019-04-18,4708.99,EUR
2019-04-17,4683.49,EUR
2019-04-16,4639.42,EUR
2019-04-15,4607.14,EUR
2019-04-14,4445.03,EUR
2019-04-12,4509.37,EUR
2019-04-11,4507.82,EUR
2019-04-10,4478.79,EUR
2019-04-09,4721.01,EUR
2019-04-08,4626.98,EUR
2019-04-07,4715.87,EUR
2019-04-05,4495.02,EUR
2019-04-04,4498.99,EUR
2019-04-03,4358.48,EUR
2019-04-02,4440.55,EUR
2019-04-01,4374.51,EUR
2019-05-31,7616.58,EUR
2019-05-30,7678.46,EUR
2019-05-29,7420.50,EUR
2019-05-28,7784.35,EUR
2019-05-27,7768.26,EUR
2019-05-26,7825.35,EUR
2019-05-24,7168.13,EUR
2019-05-23,7152.72,EUR
2019-05-22,7058.43,EUR
2019-05-21,6835.88,EUR
2019-05-20,7106.11,EUR
2019-05-19,7165.04,EUR
2019-05-17,6496.31,EUR
2019-05-16,6580.66,EUR
2019-05-15,7025.83,EUR
2019-05-14,7315.57,EUR
2019-05-13,7122.16,EUR
2019-05-12,6952.81,EUR
2019-05-10,5701.31,EUR
2019-05-09,5675.80,EUR
2019-05-08,5512.28,EUR
2019-05-07,5350.72,EUR
2019-05-06,5190.17,EUR
2019-05-05,5137.87,EUR
2019-05-03,5150.87,EUR
2019-05-02,5143.51,EUR
2019-05-01,4905.44,EUR
2019-06-30,9360.64,EUR
2019-06-28,10855.31,EUR
2019-06-27,9768.22,EUR
2019-06-26,11422.21,EUR
2019-06-25,10319.65,EUR
2019-06-24,9652.42,EUR
2019-06-23,9652.42,EUR
2019-06-21,8720.87,EUR
2019-06-20,9033.67,EUR
2019-06-19,8474.29,EUR
2019-06-18,8268.52,EUR
2019-06-17,8099.09,EUR
2019-06-16,8331.78,EUR
2019-06-14,7725.47,EUR
2019-06-13,7708.61,EUR
2019-06-12,7316.53,EUR
2019-06-11,7234.84,EUR
2019-06-10,7012.22,EUR
2019-06-09,7067.04,EUR
2019-06-07,7076.25,EUR
2019-06-06,7094.40,EUR
2019-06-05,6957.42,EUR
2019-06-04,6941.95,EUR
2019-06-03,6839.85,EUR
2019-06-02,7275.85,EUR
2019-07-31,9052.73,EUR
2019-07-30,8629.04,EUR
2019-07-29,8555.24,EUR
2019-07-28,8545.00,EUR
2019-07-26,8795.78,EUR
2019-07-25,8885.84,EUR
2019-07-24,8791.76,EUR
2019-07-23,8835.35,EUR
2019-07-22,9189.69,EUR
2019-07-21,9189.69,EUR
2019-07-19,9347.16,EUR
2019-07-18,9473.40,EUR
2019-07-17,8659.03,EUR
2019-07-16,8376.98,EUR
2019-07-15,9642.93,EUR
2019-07-14,9642.93,EUR
2019-07-12,10455.29,EUR
2019-07-11,10093.07,EUR
2019-07-10,10749.40,EUR
2019-07-09,11144.75,EUR
2019-07-08,10996.05,EUR
2019-07-07,10996.05,EUR
2019-07-05,9737.03,EUR
2019-07-04,9843.33,EUR
2019-07-03,10668.67,EUR
2019-07-02,9629.78,EUR
2019-07-01,9360.64,EUR
2019-08-30,8692.31,EUR
2019-08-29,8590.95,EUR
2019-08-28,8754.47,EUR
2019-08-27,9189.80,EUR
2019-08-26,9348.13,EUR
2019-08-25,9021.36,EUR
2019-08-23,9397.92,EUR
2019-08-22,9107.58,EUR
2019-08-21,9101.82,EUR
2019-08-20,9701.83,EUR
2019-08-19,9797.83,EUR
2019-08-18,9334.04,EUR
2019-08-16,9276.29,EUR
2019-08-15,9251.55,EUR
2019-08-14,8946.90,EUR
2019-08-13,9689.13,EUR
2019-08-12,10138.41,EUR
2019-08-11,10266.05,EUR
2019-08-09,10641.43,EUR
2019-08-08,10753.13,EUR
2019-08-07,10622.62,EUR
2019-08-06,10222.76,EUR
2019-08-05,10591.18,EUR
2019-08-04,9886.41,EUR
2019-08-02,9501.26,EUR
2019-08-01,9408.33,EUR
2019-09-30,7552.48,EUR
2019-09-29,7421.51,EUR
2019-09-27,7566.28,EUR
2019-09-26,7422.76,EUR
2019-09-25,7692.37,EUR
2019-09-24,7841.47,EUR
2019-09-23,8810.87,EUR
2019-09-22,9124.90,EUR
2019-09-20,9235.71,EUR
2019-09-19,9345.36,EUR
2019-09-18,9213.88,EUR
2019-09-17,9271.43,EUR
2019-09-16,9301.55,EUR
2019-09-15,9302.05,EUR
2019-09-13,9419.79,EUR
2019-09-12,9458.13,EUR
2019-09-11,9234.18,EUR
2019-09-10,9142.53,EUR
2019-09-09,9354.54,EUR
2019-09-08,9440.95,EUR
2019-09-06,9341.24,EUR
2019-09-05,9539.05,EUR
2019-09-04,9693.62,EUR
2019-09-03,9698.94,EUR
2019-09-02,9476.77,EUR
2019-09-01,8906.63,EUR
2019-10-31,8224.77,EUR
2019-10-30,8254.13,EUR
2019-10-29,8499.72,EUR
2019-10-28,8353.52,EUR
2019-10-27,8654.07,EUR
2019-10-25,7831.13,EUR
2019-10-24,6753.99,EUR
2019-10-23,6755.86,EUR
2019-10-22,7231.61,EUR
2019-10-21,7408.26,EUR
2019-10-20,7361.80,EUR
2019-10-18,7189.60,EUR
2019-10-17,7340.98,EUR
2019-10-16,7308.31,EUR
2019-10-15,7431.97,EUR
2019-10-14,7618.66,EUR
2019-10-13,7530.32,EUR
2019-10-11,7568.17,EUR
2019-10-10,7845.69,EUR
2019-10-09,7865.52,EUR
2019-10-08,7470.49,EUR
2019-10-07,7522.31,EUR
2019-10-06,7165.21,EUR
2019-10-04,7468.28,EUR
2019-10-03,7538.02,EUR
2019-10-02,7684.87,EUR
2019-10-01,7645.50,EUR
2019-11-29,7039.69,EUR
2019-11-28,6781.27,EUR
2019-11-27,6821.28,EUR
2019-11-26,6531.65,EUR
2019-11-25,6480.21,EUR
2019-11-24,6459.84,EUR
2019-11-22,6596.20,EUR
2019-11-21,6890.23,EUR
2019-11-20,7220.24,EUR
2019-11-19,7402.87,EUR
2019-11-18,7538.00,EUR
2019-11-17,7858.23,EUR
2019-11-15,7689.83,EUR
2019-11-14,7895.65,EUR
2019-11-13,7965.53,EUR
2019-11-12,8019.20,EUR
2019-11-11,7958.25,EUR
2019-11-10,8249.43,EUR
2019-11-08,7960.26,EUR
2019-11-07,8363.98,EUR
2019-11-06,8439.25,EUR
2019-11-05,8398.04,EUR
2019-11-04,8448.40,EUR
2019-11-03,8265.19,EUR
2019-11-01,8298.98,EUR
2019-12-31,6422.09,EUR
2019-12-30,6527.52,EUR
2019-12-29,6694.35,EUR
2019-12-27,6575.26,EUR
2019-12-26,6530.94,EUR
2019-12-25,6581.75,EUR
2019-12-24,6579.56,EUR
2019-12-23,6636.32,EUR
2019-12-22,6705.52,EUR
2019-12-20,6466.19,EUR
2019-12-19,6472.01,EUR
2019-12-18,6545.62,EUR
2019-12-17,5946.42,EUR
2019-12-16,6242.50,EUR
2019-12-15,6425.25,EUR
2019-12-13,6478.04,EUR
2019-12-12,6507.25,EUR
2019-12-11,6485.54,EUR
2019-12-10,6596.72,EUR
2019-12-09,6698.15,EUR
2019-12-08,6842.43,EUR
2019-12-06,6770.38,EUR
2019-12-05,6733.43,EUR
2019-12-04,6536.96,EUR
2019-12-03,6588.32,EUR
2019-12-02,6624.23,EUR
2019-12-01,6715.35,EUR
2018-01-31,8222.76,EUR
2018-01-30,8158.38,EUR
2018-01-29,9040.79,EUR
2018-01-26,8966.11,EUR
2018-01-25,9067.75,EUR
2018-01-24,9337.13,EUR
2018-01-23,8868.59,EUR
2018-01-22,8869.13,EUR
2018-01-19,9393.33,EUR
2018-01-18,9221.91,EUR
2018-01-17,9054.56,EUR
2018-01-16,9158.43,EUR
2018-01-15,11235.48,EUR
2018-01-12,11533.61,EUR
2018-01-11,11151.87,EUR
2018-01-10,12511.49,EUR
2018-01-09,12107.10,EUR
2018-01-08,12399.10,EUR
2018-01-05,14043.73,EUR
2018-01-04,12615.30,EUR
2018-01-03,12559.85,EUR
2018-01-02,12243.09,EUR
2018-01-01,11256.62,EUR
2018-02-28,8429.28,EUR
2018-02-27,8638.09,EUR
2018-02-26,8390.31,EUR
2018-02-23,8278.06,EUR
2018-02-22,7982.45,EUR
2018-02-21,8533.47,EUR
2018-02-20,9062.25,EUR
2018-02-19,9052.58,EUR
2018-02-16,8160.92,EUR
2018-02-15,8021.00,EUR
2018-02-14,7709.24,EUR
2018-02-13,6946.67,EUR
2018-02-12,7286.96,EUR
2018-02-09,7092.26,EUR
2018-02-08,6736.53,EUR
2018-02-07,6118.71,EUR
2018-02-06,6219.62,EUR
2018-02-05,5579.24,EUR
2018-02-02,7073.98,EUR
2018-02-01,7320.36,EUR
2018-03-29,5567.26,EUR
2018-03-28,5761.21,EUR
2018-03-27,6396.35,EUR
2018-03-26,6271.33,EUR
2018-03-25,6580.73,EUR
2018-03-23,7244.29,EUR
2018-03-22,7042.35,EUR
2018-03-21,7287.50,EUR
2018-03-20,7237.32,EUR
2018-03-19,7019.66,EUR
2018-03-16,6714.05,EUR
2018-03-15,6678.02,EUR
2018-03-14,6614.34,EUR
2018-03-13,7434.86,EUR
2018-03-12,7453.49,EUR
2018-03-09,7523.80,EUR
2018-03-08,7528.04,EUR
2018-03-07,7973.96,EUR
2018-03-06,8716.13,EUR
2018-03-05,9333.22,EUR
2018-03-02,8955.38,EUR
2018-03-01,9013.85,EUR
2018-04-30,7524.82,EUR
2018-04-29,7637.87,EUR
2018-04-26,7373.13,EUR
2018-04-25,7607.22,EUR
2018-04-24,7229.20,EUR
2018-04-23,7875.67,EUR
2018-04-22,7274.73,EUR
2018-04-19,7168.23,EUR
2018-04-18,6731.75,EUR
2018-04-17,6624.59,EUR
2018-04-16,6408.10,EUR
2018-04-15,6539.19,EUR
2018-04-12,6386.22,EUR
2018-04-11,6415.08,EUR
2018-04-10,5656.36,EUR
2018-04-09,5558.42,EUR
2018-04-08,5543.54,EUR
2018-04-05,5405.43,EUR
2018-04-04,5536.60,EUR
2018-04-03,5540.34,EUR
2018-04-02,6025.85,EUR
2018-04-01,5759.36,EUR
2018-05-31,6430.08,EUR
2018-05-30,6444.36,EUR
2018-05-29,6419.26,EUR
2018-05-28,6418.43,EUR
2018-05-27,6110.79,EUR
2018-05-24,6366.04,EUR
2018-05-23,6469.39,EUR
2018-05-22,6378.05,EUR
2018-05-21,6784.00,EUR
2018-05-20,7141.68,EUR
2018-05-17,7006.61,EUR
2018-05-16,6824.52,EUR
2018-05-15,7049.67,EUR
2018-05-14,7102.88,EUR
2018-05-13,7275.39,EUR
2018-05-10,7051.26,EUR
2018-05-09,7604.32,EUR
2018-05-08,7874.86,EUR
2018-05-07,7687.71,EUR
2018-05-06,7817.48,EUR
2018-05-03,8097.86,EUR
2018-05-02,8123.79,EUR
2018-05-01,7721.48,EUR
2018-06-28,5371.61,EUR
2018-06-27,5086.94,EUR
2018-06-26,5265.95,EUR
2018-06-25,5210.37,EUR
2018-06-24,5359.56,EUR
2018-06-21,5222.06,EUR
2018-06-20,5796.17,EUR
2018-06-19,5830.54,EUR
2018-06-18,5809.39,EUR
2018-06-17,5787.72,EUR
2018-06-14,5542.05,EUR
2018-06-13,5608.61,EUR
2018-06-12,5387.28,EUR
2018-06-11,5551.11,EUR
2018-06-10,5852.48,EUR
2018-06-07,6471.76,EUR
2018-06-06,6526.92,EUR
2018-06-05,6509.85,EUR
2018-06-04,6524.12,EUR
2018-06-03,6443.61,EUR
2018-07-31,6530.23,EUR
2018-07-30,6621.40,EUR
2018-07-29,7029.51,EUR
2018-07-26,7040.08,EUR
2018-07-25,6761.67,EUR
2018-07-24,7014.43,EUR
2018-07-23,7185.97,EUR
2018-07-22,6551.15,EUR
2018-07-19,6308.75,EUR
2018-07-18,6408.13,EUR
2018-07-17,6356.52,EUR
2018-07-16,6279.49,EUR
2018-07-15,5785.34,EUR
2018-07-12,5324.22,EUR
2018-07-11,5352.50,EUR
2018-07-10,5466.22,EUR
2018-07-09,5349.43,EUR
2018-07-08,5672.67,EUR
2018-07-05,5662.25,EUR
2018-07-04,5604.31,EUR
2018-07-03,5642.70,EUR
2018-07-02,5577.60,EUR
2018-07-01,5670.66,EUR
2018-08-31,5942.07,EUR
2018-08-30,6037.25,EUR
2018-08-29,5971.96,EUR
2018-08-28,6023.52,EUR
2018-08-27,6070.21,EUR
2018-08-26,5920.34,EUR
2018-08-23,5814.09,EUR
2018-08-22,5641.83,EUR
2018-08-21,5501.91,EUR
2018-08-20,5650.78,EUR
2018-08-19,5498.74,EUR
2018-08-17,5634.19,EUR
2018-08-16,5785.53,EUR
2018-08-15,5579.11,EUR
2018-08-14,5543.33,EUR
2018-08-13,5447.21,EUR
2018-08-12,5485.00,EUR
2018-08-09,5323.68,EUR
2018-08-08,5629.22,EUR
2018-08-07,5420.44,EUR
2018-08-06,5806.71,EUR
2018-08-05,6006.11,EUR
2018-08-02,6393.41,EUR
2018-08-01,6445.11,EUR
2018-09-30,5668.88,EUR
2018-09-28,5703.31,EUR
2018-09-27,5690.73,EUR
2018-09-26,5674.47,EUR
2018-09-25,5484.58,EUR
2018-09-24,5489.35,EUR
2018-09-23,5598.62,EUR
2018-09-21,5722.82,EUR
2018-09-20,5737.77,EUR
2018-09-19,5562.08,EUR
2018-09-18,5488.27,EUR
2018-09-17,5423.80,EUR
2018-09-16,5374.50,EUR
2018-09-14,5618.30,EUR
2018-09-13,5553.90,EUR
2018-09-12,5583.77,EUR
2018-09-11,5457.97,EUR
2018-09-10,5423.71,EUR
2018-09-09,5474.49,EUR
2018-09-06,5516.54,EUR
2018-09-05,5617.39,EUR
2018-09-04,5792.42,EUR
2018-09-03,6330.29,EUR
2018-09-02,6246.30,EUR
2018-10-31,5578.10,EUR
2018-10-30,5528.49,EUR
2018-10-29,5552.47,EUR
2018-10-28,5619.23,EUR
2018-10-26,5619.23,EUR
2018-10-25,5670.32,EUR
2018-10-24,5659.68,EUR
2018-10-23,5659.74,EUR
2018-10-22,5625.81,EUR
2018-10-21,5641.88,EUR
2018-10-19,5522.29,EUR
2018-10-18,5629.68,EUR
2018-10-17,5646.10,EUR
2018-10-16,5683.62,EUR
2018-10-15,5679.61,EUR
2018-10-14,5733.11,EUR
2018-10-12,5368.94,EUR
2018-10-11,5392.38,EUR
2018-10-10,5385.40,EUR
2018-10-09,5717.37,EUR
2018-10-08,5761.66,EUR
2018-10-07,5785.73,EUR
2018-10-05,5708.55,EUR
2018-10-04,5749.67,EUR
2018-10-03,5732.63,EUR
2018-10-02,5621.23,EUR
2018-10-01,5645.36,EUR
2018-11-30,3525.10,EUR
2018-11-29,3775.19,EUR
2018-11-28,3766.17,EUR
2018-11-27,3367.75,EUR
2018-11-26,3341.06,EUR
2018-11-25,3485.77,EUR
2018-11-23,3812.83,EUR
2018-11-22,3801.26,EUR
2018-11-21,4033.58,EUR
2018-11-20,3879.91,EUR
2018-11-19,4212.12,EUR
2018-11-18,4838.12,EUR
2018-11-16,4933.02,EUR
2018-11-15,4994.52,EUR
2018-11-14,5080.92,EUR
2018-11-13,5634.18,EUR
2018-11-12,5624.20,EUR
2018-11-11,5589.87,EUR
2018-11-09,5602.74,EUR
2018-11-08,5642.45,EUR
2018-11-07,5713.99,EUR
2018-11-06,5689.61,EUR
2018-11-05,5660.52,EUR
2018-11-04,5624.36,EUR
2018-11-02,5621.41,EUR
