Date,Value,Currency
2018-11-13,6329.11,USD
2018-11-12,6369.43,USD
2018-11-11,6329.11,USD
2018-11-10,6369.43,USD
2018-11-09,6369.43,USD
2018-11-08,6451.61,USD
2018-11-07,6535.95,USD
2018-11-06,6493.51,USD
2018-11-05,6451.61,USD
2018-11-04,6410.26,USD
2018-11-03,6329.11,USD
2018-11-02,6410.26,USD
2018-11-01,6369.43,USD
2018-12-31,3745.32,USD
2018-12-30,3816.79,USD
2018-12-29,3745.32,USD
2018-12-28,3952.57,USD
2018-12-27,3649.64,USD
2018-12-26,3846.15,USD
2018-12-25,3831.42,USD
2018-12-24,4081.63,USD
2018-12-23,3937.01,USD
2018-12-22,3861.00,USD
2018-12-21,3906.25,USD
2018-12-20,4132.23,USD
2018-12-19,3731.34,USD
2018-12-18,3717.47,USD
2018-12-17,3546.10,USD
2018-12-14,3236.25,USD
2018-12-13,3300.33,USD
2018-12-12,3484.32,USD
2018-12-11,3401.36,USD
2018-12-10,3472.22,USD
2018-12-07,3424.66,USD
2018-12-06,3484.32,USD
2018-12-05,3731.34,USD
2018-12-04,3952.57,USD
2018-12-03,3875.97,USD
2018-12-02,4098.36,USD
2018-12-01,4166.67,USD
2017-01-31,965.251,USD
2017-01-30,920.810,USD
2017-01-29,0.001100,USD
2017-01-28,0.001100,USD
2017-01-27,918.274,USD
2017-01-26,915.751,USD
2017-01-25,894.454,USD
2017-01-24,893.655,USD
2017-01-23,921.659,USD
2017-01-22,0.001100,USD
2017-01-21,0.001100,USD
2017-01-20,892.857,USD
2017-01-19,895.255,USD
2017-01-18,871.840,USD
2017-01-17,899.281,USD
2017-01-16,827.130,USD
2017-01-15,0.001200,USD
2017-01-14,0.001200,USD
2017-01-13,825.083,USD
2017-01-12,810.373,USD
2017-01-11,785.546,USD
2017-01-10,904.159,USD
2017-01-09,900.090,USD
2017-01-08,0.001100,USD
2017-01-07,0.001100,USD
2017-01-06,886.525,USD
2017-01-05,989.120,USD
2017-01-04,1135.07,USD
2017-01-03,1033.06,USD
2017-01-02,1017.29,USD
2017-01-01,0.001000,USD
2017-02-28,1189.06,USD
2017-02-27,1189.06,USD
2017-02-26,0.000800,USD
2017-02-25,0.000900,USD
2017-02-24,1176.47,USD
2017-02-23,1172.33,USD
2017-02-22,1121.08,USD
2017-02-21,1118.57,USD
2017-02-20,1077.59,USD
2017-02-19,0.000900,USD
2017-02-18,0.000900,USD
2017-02-17,1049.32,USD
2017-02-16,1031.99,USD
2017-02-15,1008.06,USD
2017-02-14,1008.06,USD
2017-02-13,995.025,USD
2017-02-12,0.001000,USD
2017-02-11,0.001000,USD
2017-02-10,998.004,USD
2017-02-09,979.432,USD
2017-02-08,1055.97,USD
2017-02-07,1049.32,USD
2017-02-06,1024.59,USD
2017-02-05,0.001000,USD
2017-02-04,0.001000,USD
2017-02-03,1013.17,USD
2017-02-02,1004.02,USD
2017-02-01,982.318,USD
2017-03-31,0.000900,USD
2017-03-30,1078.75,USD
2017-03-29,1038.42,USD
2017-03-28,1041.67,USD
2017-03-27,1044.93,USD
2017-03-26,1044.93,USD
2017-03-25,0.001000,USD
2017-03-24,939.850,USD
2017-03-23,1035.20,USD
2017-03-22,1044.93,USD
2017-03-21,1121.08,USD
2017-03-20,1047.12,USD
2017-03-19,0.001000,USD
2017-03-18,0.001000,USD
2017-03-17,1071.81,USD
2017-03-16,1172.33,USD
2017-03-15,1253.13,USD
2017-03-14,1243.78,USD
2017-03-13,1237.62,USD
2017-03-12,0.000800,USD
2017-03-11,0.000800,USD
2017-03-10,1112.35,USD
2017-03-09,1191.90,USD
2017-03-08,1146.79,USD
2017-03-07,1233.05,USD
2017-03-06,1277.14,USD
2017-03-05,0.000800,USD
2017-03-04,0.000800,USD
2017-03-03,1283.70,USD
2017-03-02,1254.71,USD
2017-03-01,1222.49,USD
2017-04-30,1416.43,USD
2017-04-29,0.000700,USD
2017-04-28,0.000700,USD
2017-04-27,1329.79,USD
2017-04-26,1333.33,USD
2017-04-25,1287.00,USD
2017-04-24,1264.22,USD
2017-04-23,1248.44,USD
2017-04-22,0.000800,USD
2017-04-21,0.000800,USD
2017-04-20,1250.00,USD
2017-04-19,1237.62,USD
2017-04-18,1215.07,USD
2017-04-17,1206.27,USD
2017-04-16,1193.32,USD
2017-04-15,0.000800,USD
2017-04-14,0.000900,USD
2017-04-13,1177.86,USD
2017-04-12,1176.47,USD
2017-04-11,1212.12,USD
2017-04-10,1221.00,USD
2017-04-09,1206.27,USD
2017-04-08,0.000800,USD
2017-04-07,0.000800,USD
2017-04-06,1190.48,USD
2017-04-05,1189.06,USD
2017-04-04,1129.94,USD
2017-04-03,1141.55,USD
2017-04-02,1148.11,USD
2017-04-01,0.000900,USD
2017-05-31,2415.46,USD
2017-05-30,2304.15,USD
2017-05-29,2192.98,USD
2017-05-28,2277.90,USD
2017-05-27,0.000500,USD
2017-05-26,0.000400,USD
2017-05-25,2247.19,USD
2017-05-24,2309.47,USD
2017-05-23,2444.99,USD
2017-05-22,2272.73,USD
2017-05-21,2123.14,USD
2017-05-20,0.000500,USD
2017-05-19,0.000500,USD
2017-05-18,1960.78,USD
2017-05-17,1879.70,USD
2017-05-16,1801.80,USD
2017-05-15,1730.10,USD
2017-05-14,1709.40,USD
2017-05-13,0.000600,USD
2017-05-12,0.000600,USD
2017-05-11,1686.34,USD
2017-05-10,1818.18,USD
2017-05-09,1751.31,USD
2017-05-08,1697.79,USD
2017-05-07,1663.89,USD
2017-05-06,0.000600,USD
2017-05-05,0.000600,USD
2017-05-04,1508.30,USD
2017-05-03,1517.45,USD
2017-05-02,1485.88,USD
2017-05-01,1445.09,USD
2017-06-30,0.000400,USD
2017-06-29,2481.39,USD
2017-06-28,2557.54,USD
2017-06-27,2577.32,USD
2017-06-26,2583.98,USD
2017-06-25,2444.99,USD
2017-06-24,0.000400,USD
2017-06-23,0.000400,USD
2017-06-22,2710.03,USD
2017-06-21,2724.80,USD
2017-06-20,2680.97,USD
2017-06-19,2754.82,USD
2017-06-18,2617.80,USD
2017-06-17,0.000400,USD
2017-06-16,0.000400,USD
2017-06-15,2506.27,USD
2017-06-14,2444.99,USD
2017-06-13,2469.14,USD
2017-06-12,2710.03,USD
2017-06-11,2659.57,USD
2017-06-10,0.000300,USD
2017-06-09,0.000400,USD
2017-06-08,2808.99,USD
2017-06-07,2801.12,USD
2017-06-06,2688.17,USD
2017-06-05,2873.56,USD
2017-06-04,2702.70,USD
2017-06-03,0.000400,USD
2017-06-02,0.000400,USD
2017-06-01,2493.77,USD
2017-07-31,2747.25,USD
2017-07-30,2881.84,USD
2017-07-29,0.000400,USD
2017-07-28,0.000400,USD
2017-07-27,2808.99,USD
2017-07-26,2695.42,USD
2017-07-25,2557.54,USD
2017-07-24,2583.98,USD
2017-07-23,2762.43,USD
2017-07-22,0.000400,USD
2017-07-21,0.000400,USD
2017-07-20,2673.80,USD
2017-07-19,2865.33,USD
2017-07-18,2283.11,USD
2017-07-17,2320.19,USD
2017-07-16,2232.14,USD
2017-07-15,0.000500,USD
2017-07-14,0.000500,USD
2017-07-13,2232.14,USD
2017-07-12,2364.07,USD
2017-07-11,2403.85,USD
2017-07-10,2325.58,USD
2017-07-09,2341.92,USD
2017-07-08,0.000400,USD
2017-07-07,0.000400,USD
2017-07-06,2512.56,USD
2017-07-05,2610.97,USD
2017-07-04,2624.67,USD
2017-07-03,2617.80,USD
2017-07-02,2570.69,USD
2017-07-01,0.000400,USD
2017-08-31,4926.11,USD
2017-08-30,4739.34,USD
2017-08-29,4587.16,USD
2017-08-28,4587.16,USD
2017-08-27,4385.96,USD
2017-08-26,0.000200,USD
2017-08-25,0.000200,USD
2017-08-24,4366.81,USD
2017-08-23,4310.34,USD
2017-08-22,4149.38,USD
2017-08-21,4081.63,USD
2017-08-20,4000.00,USD
2017-08-19,0.000200,USD
2017-08-18,0.000200,USD
2017-08-17,4098.36,USD
2017-08-16,4273.50,USD
2017-08-15,4385.96,USD
2017-08-14,4166.67,USD
2017-08-13,4329.00,USD
2017-08-12,0.000300,USD
2017-08-11,0.000300,USD
2017-08-10,3649.64,USD
2017-08-09,3424.66,USD
2017-08-08,3344.48,USD
2017-08-07,3424.66,USD
2017-08-06,3401.36,USD
2017-08-05,0.000300,USD
2017-08-04,0.000300,USD
2017-08-03,2881.84,USD
2017-08-02,2808.99,USD
2017-08-01,2717.39,USD
2017-09-30,0.000200,USD
2017-09-29,0.000200,USD
2017-09-28,4166.67,USD
2017-09-27,4201.68,USD
2017-09-26,4219.41,USD
2017-09-25,3891.05,USD
2017-09-24,3937.01,USD
2017-09-23,0.000300,USD
2017-09-22,0.000300,USD
2017-09-21,3597.12,USD
2017-09-20,3623.19,USD
2017-09-19,3875.97,USD
2017-09-18,3906.25,USD
2017-09-17,4098.36,USD
2017-09-16,0.000300,USD
2017-09-15,0.000300,USD
2017-09-14,3717.47,USD
2017-09-13,3246.75,USD
2017-09-12,3875.97,USD
2017-09-11,4166.67,USD
2017-09-10,4219.41,USD
2017-09-09,0.000200,USD
2017-09-08,0.000200,USD
2017-09-07,4329.00,USD
2017-09-06,4629.63,USD
2017-09-05,4608.29,USD
2017-09-04,4405.29,USD
2017-09-03,4273.50,USD
2017-09-02,0.000200,USD
2017-09-01,0.000200,USD
2017-10-31,6451.61,USD
2017-10-30,6134.97,USD
2017-10-29,0.000200,USD
2017-10-28,0.000200,USD
2017-10-27,0.000200,USD
2017-10-26,5780.35,USD
2017-10-25,5882.35,USD
2017-10-24,5747.13,USD
2017-10-23,5524.86,USD
2017-10-22,5917.16,USD
2017-10-21,0.000200,USD
2017-10-20,0.000200,USD
2017-10-19,5988.02,USD
2017-10-18,5714.29,USD
2017-10-17,5586.59,USD
2017-10-16,5586.59,USD
2017-10-15,5747.13,USD
2017-10-14,0.000200,USD
2017-10-13,0.000200,USD
2017-10-12,5649.72,USD
2017-10-11,5434.78,USD
2017-10-10,4830.92,USD
2017-10-09,4761.90,USD
2017-10-08,4784.69,USD
2017-10-07,0.000200,USD
2017-10-06,0.000200,USD
2017-10-05,4366.81,USD
2017-10-04,4329.00,USD
2017-10-03,4219.41,USD
2017-10-02,4310.34,USD
2017-10-01,4405.29,USD
2017-11-30,9900.99,USD
2017-11-29,9803.92,USD
2017-11-28,9900.99,USD
2017-11-27,9708.74,USD
2017-11-26,0.000100,USD
2017-11-25,0.000100,USD
2017-11-24,8196.72,USD
2017-11-23,8000.00,USD
2017-11-22,8264.46,USD
2017-11-21,8130.08,USD
2017-11-20,8264.46,USD
2017-11-19,0.000100,USD
2017-11-18,0.000100,USD
2017-11-17,7692.31,USD
2017-11-16,7874.02,USD
2017-11-15,7299.27,USD
2017-11-14,6578.95,USD
2017-11-13,6535.95,USD
2017-11-12,0.000200,USD
2017-11-11,0.000200,USD
2017-11-10,6578.95,USD
2017-11-09,7142.86,USD
2017-11-08,7462.69,USD
2017-11-07,7092.20,USD
2017-11-06,6944.44,USD
2017-11-05,0.000100,USD
2017-11-04,0.000100,USD
2017-11-03,7142.86,USD
2017-11-02,7042.25,USD
2017-11-01,6756.76,USD
2017-12-31,0.000100,USD
2017-12-30,0.000100,USD
2017-12-29,14492.75,USD
2017-12-28,14492.75,USD
2017-12-27,15384.62,USD
2017-12-26,15873.02,USD
2017-12-25,13888.89,USD
2017-12-24,0.000100,USD
2017-12-23,0.000100,USD
2017-12-22,13698.63,USD
2017-12-21,15625.00,USD
2017-12-20,16393.44,USD
2017-12-19,17543.86,USD
2017-12-18,18867.92,USD
2017-12-17,0.000100,USD
2017-12-16,0.000100,USD
2017-12-15,17543.86,USD
2017-12-14,16393.44,USD
2017-12-13,16393.44,USD
2017-12-12,16949.15,USD
2017-12-11,16666.67,USD
2017-12-10,0.000100,USD
2017-12-09,0.000100,USD
2017-12-08,16129.03,USD
2017-12-07,16949.15,USD
2017-12-06,13698.63,USD
2017-12-05,11627.91,USD
2017-12-04,11627.91,USD
2017-12-03,0.000100,USD
2017-12-02,0.000100,USD
2017-12-01,10869.57,USD
2020-01-31,562296.26,ARS
2020-01-30,572945.71,ARS
2020-01-29,561608.41,ARS
2020-01-28,561493.46,ARS
2020-01-27,535798.21,ARS
2020-01-26,513559.74,ARS
2020-01-24,508414.41,ARS
2020-01-23,504073.95,ARS
2020-01-22,522540.00,ARS
2020-01-21,526228.95,ARS
2020-01-20,517050.86,ARS
2020-01-19,519045.24,ARS
2020-01-18,536862.60,ARS
2020-01-17,534708.93,ARS
2020-01-16,520604.35,ARS
2020-01-15,526145.61,ARS
2020-01-14,530407.96,ARS
2020-01-13,484083.74,ARS
2020-01-12,487531.60,ARS
2020-01-10,489484.43,ARS
2020-01-09,470974.02,ARS
2020-01-08,481841.13,ARS
2020-01-07,489568.85,ARS
2020-01-06,462880.62,ARS
2020-01-05,442602.86,ARS
2020-01-04,442658.40,ARS
2020-01-03,439697.79,ARS
2020-01-02,418591.61,ARS
2020-01-01,430407.19,ARS
2020-02-29,537520.85,ARS
2020-02-28,539733.04,ARS
2020-02-27,543961.40,ARS
2020-02-26,546643.36,ARS
2020-02-25,577004.67,ARS
2020-02-24,594302.88,ARS
2020-02-23,609685.48,ARS
2020-02-21,599541.75,ARS
2020-02-20,592799.04,ARS
2020-02-19,592067.31,ARS
2020-02-18,621651.52,ARS
2020-02-17,595263.11,ARS
2020-02-16,603909.12,ARS
2020-02-15,609231.05,ARS
2020-02-14,631994.85,ARS
2020-02-13,623767.35,ARS
2020-02-12,629490.72,ARS
2020-02-11,621353.06,ARS
2020-02-10,600702.97,ARS
2020-02-09,612122.14,ARS
2020-02-08,598960.30,ARS
2020-02-07,594078.43,ARS
2020-02-06,587697.09,ARS
2020-02-05,581840.38,ARS
2020-02-04,554222.94,ARS
2020-02-03,558259.26,ARS
2020-02-02,566235.88,ARS
2020-02-01,564851.27,ARS
2020-03-31,415327.10,ARS
2020-03-30,412425.00,ARS
2020-03-29,381373.33,ARS
2020-03-28,399128.28,ARS
2020-03-27,413709.68,ARS
2020-03-26,429266.44,ARS
2020-03-25,424555.33,ARS
2020-03-24,430185.14,ARS
2020-03-23,408817.95,ARS
2020-03-22,377053.97,ARS
2020-03-21,393918.39,ARS
2020-03-20,394286.34,ARS
2020-03-19,390440.74,ARS
2020-03-18,330305.76,ARS
2020-03-17,329550.26,ARS
2020-03-16,314695.98,ARS
2020-03-15,338673.98,ARS
2020-03-14,334575.99,ARS
2020-03-13,348341.11,ARS
2020-03-12,311297.01,ARS
2020-03-11,496361.11,ARS
2020-03-10,495523.02,ARS
2020-03-09,491064.29,ARS
2020-03-08,511894.06,ARS
2020-03-07,555519.46,ARS
2020-03-06,566630.00,ARS
2020-03-05,566871.82,ARS
2020-03-04,545738.60,ARS
2020-03-03,545417.54,ARS
2020-03-02,548602.65,ARS
2020-03-01,532117.17,ARS
2020-04-30,579789.57,ARS
2020-04-29,584077.19,ARS
2020-04-28,519300.00,ARS
2020-04-27,518438.28,ARS
2020-04-26,507128.77,ARS
2020-04-24,501940.15,ARS
2020-04-23,490434.07,ARS
2020-04-22,468330.50,ARS
2020-04-21,454711.72,ARS
2020-04-20,451701.38,ARS
2020-04-19,475889.79,ARS
2020-04-18,477092.66,ARS
2020-04-17,465842.55,ARS
2020-04-16,464995.74,ARS
2020-04-15,433223.84,ARS
2020-04-14,442677.40,ARS
2020-04-13,442723.97,ARS
2020-04-12,452803.43,ARS
2020-04-11,441820.04,ARS
2020-04-10,445731.51,ARS
2020-04-09,474972.99,ARS
2020-04-08,477833.09,ARS
2020-04-07,467050.36,ARS
2020-04-06,470478.26,ARS
2020-04-05,440740.41,ARS
2020-04-04,445078.02,ARS
2020-04-03,433485.91,ARS
2020-04-02,438287.76,ARS
2020-04-01,425904.64,ARS
2020-05-31,647605.66,ARS
2020-05-29,641381.13,ARS
2020-05-28,650453.33,ARS
2020-05-27,625759.63,ARS
2020-05-26,603217.70,ARS
2020-05-25,608351.79,ARS
2020-05-24,616783.31,ARS
2020-05-23,629395.18,ARS
2020-05-22,624035.78,ARS
2020-05-21,617412.73,ARS
2020-05-20,646774.29,ARS
2020-05-19,658439.81,ARS
2020-05-18,656873.79,ARS
2020-05-17,654127.70,ARS
2020-05-15,631576.64,ARS
2020-05-14,655184.47,ARS
2020-05-13,624056.48,ARS
2020-05-12,591063.16,ARS
2020-05-11,579952.59,ARS
2020-05-10,590498.30,ARS
2020-05-09,647971.67,ARS
2020-05-08,657167.65,ARS
2020-05-07,670944.00,ARS
2020-05-06,619861.11,ARS
2020-05-05,602343.24,ARS
2020-05-04,595865.18,ARS
2020-05-03,593402.13,ARS
2020-05-02,595956.44,ARS
2020-05-01,591395.58,ARS
2020-06-30,645391.74,ARS
2020-06-29,643329.36,ARS
2020-06-28,639644.92,ARS
2020-06-26,643701.83,ARS
2020-06-25,648895.37,ARS
2020-06-24,654611.22,ARS
2020-06-23,672328.85,ARS
2020-06-22,670496.15,ARS
2020-06-21,649758.38,ARS
2020-06-20,653911.30,ARS
2020-06-19,645137.96,ARS
2020-06-18,656773.58,ARS
2020-06-17,662999.05,ARS
2020-06-16,660311.43,ARS
2020-06-15,654801.89,ARS
2020-06-14,650752.85,ARS
2020-06-13,655970.77,ARS
2020-06-12,660043.81,ARS
2020-06-11,647066.36,ARS
2020-06-10,684114.85,ARS
2020-06-09,676645.10,ARS
2020-06-08,673952.94,ARS
2020-06-07,671100.95,ARS
2020-06-06,665185.47,ARS
2020-06-05,668258.25,ARS
2020-06-04,673956.86,ARS
2020-06-03,659953.85,ARS
2020-06-02,653120.00,ARS
2020-06-01,697412.24,ARS
2020-07-31,811882.02,ARS
2020-07-30,802107.78,ARS
2020-07-29,800620.00,ARS
2020-07-28,782696.74,ARS
2020-07-27,789616.48,ARS
2020-07-26,711296.64,ARS
2020-07-25,694527.24,ARS
2020-07-24,690090.38,ARS
2020-07-23,689564.42,ARS
2020-07-22,683049.52,ARS
2020-07-21,669118.69,ARS
2020-07-20,654871.56,ARS
2020-07-19,652983.02,ARS
2020-07-18,653003.64,ARS
2020-07-17,654527.52,ARS
2020-07-16,648002.73,ARS
2020-07-15,653325.69,ARS
2020-07-14,658997.22,ARS
2020-07-13,655236.11,ARS
2020-07-12,657672.23,ARS
2020-07-11,653667.01,ARS
2020-07-10,656222.22,ARS
2020-07-09,656246.30,ARS
2020-07-08,668602.83,ARS
2020-07-07,655068.52,ARS
2020-07-06,660181.31,ARS
2020-07-05,641480.69,ARS
2020-07-04,643790.11,ARS
2020-07-03,641588.18,ARS
2020-07-02,640920.00,ARS
2020-07-01,651785.19,ARS
2020-08-31,858490.70,ARS
2020-08-30,861640.44,ARS
2020-08-28,849109.20,ARS
2020-08-27,838496.59,ARS
2020-08-26,847716.09,ARS
2020-08-25,837085.23,ARS
2020-08-24,865451.76,ARS
2020-08-23,858110.49,ARS
2020-08-22,857520.81,ARS
2020-08-21,854212.79,ARS
2020-08-20,873804.76,ARS
2020-08-19,863340.00,ARS
2020-08-18,880755.42,ARS
2020-08-17,891304.88,ARS
2020-08-16,869539.58,ARS
2020-08-15,868115.51,ARS
2020-08-14,859296.47,ARS
2020-08-13,859335.29,ARS
2020-08-12,848065.12,ARS
2020-08-11,828277.27,ARS
2020-08-10,868386.90,ARS
2020-08-09,850227.06,ARS
2020-08-08,853369.41,ARS
2020-08-07,845161.63,ARS
2020-08-06,853740.00,ARS
2020-08-05,853556.47,ARS
2020-08-04,813966.29,ARS
2020-08-03,813047.19,ARS
2020-08-02,803733.39,ARS
2020-08-01,848403.81,ARS
2020-09-30,818318.28,ARS
2020-09-29,819140.30,ARS
2020-09-28,824093.79,ARS
2020-09-27,814059.47,ARS
2020-09-25,811408.20,ARS
2020-09-24,814162.40,ARS
2020-09-23,774857.62,ARS
2020-09-22,794673.03,ARS
2020-09-21,791067.23,ARS
2020-09-20,819959.95,ARS
2020-09-19,833641.29,ARS
2020-09-18,823090.20,ARS
2020-09-17,822370.28,ARS
2020-09-16,824530.36,ARS
2020-09-15,810725.83,ARS
2020-09-14,799309.84,ARS
2020-09-13,777247.21,ARS
2020-09-12,781594.00,ARS
2020-09-11,777658.60,ARS
2020-09-10,775719.29,ARS
2020-09-09,768653.59,ARS
2020-09-08,755490.28,ARS
2020-09-07,773599.56,ARS
2020-09-06,761149.66,ARS
2020-09-05,748133.01,ARS
2020-09-04,782748.94,ARS
2020-09-03,795782.39,ARS
2020-09-02,849148.24,ARS
2020-09-01,888354.64,ARS
2020-10-31,1084644.81,ARS
2020-10-30,1057886.49,ARS
2020-10-29,1058152.70,ARS
2020-10-28,1043978.67,ARS
2020-10-27,1070963.01,ARS
2020-10-26,1029143.42,ARS
2020-10-25,1017144.85,ARS
2020-10-24,1021315.45,ARS
2020-10-23,1012959.74,ARS
2020-10-22,1008585.71,ARS
2020-10-21,995211.54,ARS
2020-10-20,923617.86,ARS
2020-10-19,911454.12,ARS
2020-10-18,886657.45,ARS
2020-10-17,877399.00,ARS
2020-10-16,880363.64,ARS
2020-10-15,889716.09,ARS
2020-10-14,889104.60,ARS
2020-10-13,876556.82,ARS
2020-10-12,887468.97,ARS
2020-10-11,877375.56,ARS
2020-10-10,875909.63,ARS
2020-10-09,856750.00,ARS
2020-10-08,838082.61,ARS
2020-10-07,819907.45,ARS
2020-10-06,818510.64,ARS
2020-10-05,826248.39,ARS
2020-10-04,818994.78,ARS
2020-10-03,811396.86,ARS
2020-10-02,810446.81,ARS
2020-10-01,810326.60,ARS
2020-11-30,1587082.35,ARS
2020-11-28,1385685.02,ARS
2020-11-27,1394372.41,ARS
2020-11-26,1392815.52,ARS
2020-11-25,1522254.72,ARS
2020-11-24,1544223.08,ARS
2020-11-23,1486681.48,ARS
2020-11-22,1495026.97,ARS
2020-11-21,1493681.00,ARS
2020-11-20,1486805.56,ARS
2020-11-19,1430242.86,ARS
2020-11-18,1429066.07,ARS
2020-11-17,1402661.40,ARS
2020-11-16,1327678.33,ARS
2020-11-15,1270702.90,ARS
2020-11-14,1275982.71,ARS
2020-11-13,1303293.44,ARS
2020-11-12,1302011.48,ARS
2020-11-11,1239918.75,ARS
2020-11-10,1219456.92,ARS
2020-11-09,1214044.62,ARS
2020-11-08,1225271.51,ARS
2020-11-07,1172476.95,ARS
2020-11-06,1235589.06,ARS
2020-11-05,1233665.63,ARS
2020-11-04,1111583.10,ARS
2020-11-03,1092759.72,ARS
2020-11-02,1059147.30,ARS
2020-11-01,1081002.74,ARS
2020-12-31,2474702.94,ARS
2020-12-30,2400617.14,ARS
2020-12-29,2265718.92,ARS
2020-12-28,2249367.57,ARS
2020-12-25,2030626.83,ARS
2020-12-24,1984538.10,ARS
2020-12-23,1935716.28,ARS
2020-12-22,1977973.81,ARS
2020-12-21,1887284.09,ARS
2020-12-18,1923720.93,ARS
2020-12-17,1876081.82,ARS
2020-12-16,1754665.96,ARS
2020-12-15,1584038.46,ARS
2020-12-14,1577028.85,ARS
2020-12-11,1491981.82,ARS
2020-12-10,1517968.52,ARS
2020-12-04,1537749.06,ARS
2020-12-03,1597745.10,ARS
2020-12-02,1566059.62,ARS
2020-12-01,1533950.94,ARS
2019-01-31,128814.43,ARS
2019-01-30,130645.83,ARS
2019-01-29,126672.35,ARS
2019-01-28,128134.48,ARS
2019-01-25,133964.16,ARS
2019-01-24,134956.83,ARS
2019-01-23,133939.29,ARS
2019-01-22,135992.81,ARS
2019-01-21,134260.71,ARS
2019-01-18,137525.55,ARS
2019-01-17,138273.06,ARS
2019-01-16,135463.50,ARS
2019-01-15,133971.01,ARS
2019-01-14,135271.06,ARS
2019-01-13,129340.35,ARS
2019-01-12,133554.35,ARS
2019-01-11,136835.16,ARS
2019-01-10,136838.83,ARS
2019-01-09,151971.66,ARS
2019-01-08,151004.05,ARS
2019-01-07,151028.34,ARS
2019-01-06,151174.09,ARS
2019-01-04,145139.53,ARS
2019-01-03,144689.66,ARS
2019-01-02,145678.29,ARS
2019-01-01,145600.78,ARS
2019-02-28,147938.93,ARS
2019-02-27,148946.36,ARS
2019-02-26,148919.85,ARS
2019-02-25,151723.08,ARS
2019-02-24,148787.25,ARS
2019-02-23,162730.36,ARS
2019-02-22,157440.24,ARS
2019-02-21,156153.54,ARS
2019-02-20,155825.40,ARS
2019-02-19,151827.45,ARS
2019-02-18,150781.25,ARS
2019-02-17,140876.80,ARS
2019-02-16,139814.16,ARS
2019-02-15,137363.31,ARS
2019-02-14,136806.45,ARS
2019-02-13,137028.88,ARS
2019-02-12,137434.78,ARS
2019-02-11,136592.06,ARS
2019-02-08,138512.82,ARS
2019-02-07,126743.24,ARS
2019-02-06,126114.24,ARS
2019-02-05,128086.21,ARS
2019-02-04,127687.29,ARS
2019-02-01,129027.68,ARS
2019-03-31,179950.21,ARS
2019-03-30,177839.25,ARS
2019-03-29,179497.94,ARS
2019-03-28,176895.16,ARS
2019-03-27,172554.66,ARS
2019-03-26,165457.09,ARS
2019-03-25,160592.16,ARS
2019-03-24,166599.37,ARS
2019-03-22,164064.00,ARS
2019-03-21,163400.00,ARS
2019-03-20,164028.34,ARS
2019-03-19,160775.10,ARS
2019-03-18,159426.29,ARS
2019-03-17,160016.75,ARS
2019-03-16,160889.48,ARS
2019-03-15,159760.78,ARS
2019-03-14,159860.47,ARS
2019-03-13,160802.33,ARS
2019-03-12,160505.84,ARS
2019-03-11,159740.31,ARS
2019-03-10,161986.88,ARS
2019-03-09,161817.00,ARS
2019-03-08,163818.53,ARS
2019-03-07,157822.87,ARS
2019-03-06,154379.85,ARS
2019-03-05,154346.90,ARS
2019-03-04,148582.09,ARS
2019-03-03,151582.91,ARS
2019-03-01,149892.72,ARS
2019-04-30,238435.48,ARS
2019-04-29,237085.56,ARS
2019-04-28,235562.83,ARS
2019-04-26,239893.29,ARS
2019-04-25,235853.93,ARS
2019-04-24,226396.91,ARS
2019-04-23,231655.74,ARS
2019-04-22,229508.29,ARS
2019-04-21,224843.24,ARS
2019-04-19,220866.83,ARS
2019-04-18,221407.41,ARS
2019-04-17,220238.10,ARS
2019-04-16,221585.86,ARS
2019-04-15,216744.79,ARS
2019-04-14,211778.89,ARS
2019-04-12,214736.55,ARS
2019-04-11,216802.03,ARS
2019-04-10,217085.86,ARS
2019-04-09,230829.79,ARS
2019-04-08,227729.17,ARS
2019-04-07,232492.06,ARS
2019-04-06,221254.84,ARS
2019-04-05,221221.07,ARS
2019-04-04,219191.92,ARS
2019-04-03,210000.00,ARS
2019-04-02,212487.56,ARS
2019-04-01,209357.84,ARS
2019-05-31,380267.44,ARS
2019-05-30,380799.15,ARS
2019-05-29,367214.05,ARS
2019-05-28,388391.30,ARS
2019-05-27,390826.96,ARS
2019-05-26,394500.00,ARS
2019-05-25,361718.45,ARS
2019-05-24,360134.07,ARS
2019-05-23,360592.00,ARS
2019-05-22,353244.09,ARS
2019-05-21,341832.06,ARS
2019-05-20,358619.05,ARS
2019-05-19,359688.00,ARS
2019-05-17,325895.68,ARS
2019-05-16,328999.26,ARS
2019-05-15,354098.43,ARS
2019-05-14,368319.67,ARS
2019-05-13,361168.00,ARS
2019-05-12,350046.88,ARS
2019-05-10,286404.35,ARS
2019-05-09,288031.85,ARS
2019-05-08,278185.19,ARS
2019-05-07,271023.95,ARS
2019-05-06,259796.51,ARS
2019-05-05,255994.25,ARS
2019-05-03,256678.07,ARS
2019-05-02,257255.75,ARS
2019-05-01,243494.51,ARS
2019-06-30,452234.04,ARS
2019-06-28,527128.40,ARS
2019-06-27,474177.78,ARS
2019-06-26,550194.81,ARS
2019-06-25,498964.71,ARS
2019-06-24,469494.51,ARS
2019-06-23,469494.51,ARS
2019-06-21,423806.09,ARS
2019-06-20,442153.06,ARS
2019-06-19,412721.90,ARS
2019-06-18,402222.22,ARS
2019-06-17,399866.36,ARS
2019-06-16,407700.93,ARS
